Name,gas capacity,coal plant capacity,bioenergy plant capacity,coal mine capacity,steel plant capacity,ID,Entity Type,Legal Entity Type,PubliclyListed,Country
MaruEnergy JPSCO 1,228.076316,0.0,0.0,0.0,0.0,E100001016736,legal entity,SRL,False,Bermuda
Marubeni,17091.058975252,2394.270008,43.919512000000005,0.0,0.0,E100000000649,legal entity,Corp,True,Japan
Marubeni Clean Power,0.0,158.59999999999997,0.0,0.0,0.0,E100000120823,legal entity,Corp,False,Japan
Marubeni Thermal Power,158.6,0.0,0.0,0.0,0.0,E100000003542,legal entity,Co Ltd,,
Marubeni-Itochu Steel,0.0,0.0,0.0,0.0,140.85,E100000130791,legal entity,Pte Ltd,False,
Marusumi Paper,0.0,37.791208000000005,43.919512000000005,0.0,0.0,E100000120824,legal entity,Co Ltd,False,Japan
Maruti Clean Coal and Power,0.0,13500.0,0.0,0.0,0.0,E100000120825,legal entity,Ltd,False,India
Maryland Energy Resources,0.0,0.0,0.0,0.0,0.0,E100001013461,legal entity,LLC,False,United States
Mashav Energy,12000.0,0.0,0.0,0.0,0.0,E100000003543,legal entity,,,
Masimong Group Holdings,0.0,0.0,0.0,327.06,0.0,E100001011859,legal entity,Pty Ltd,False,South Africa
Masinloc Power Partners,0.0,71810.538,0.0,0.0,0.0,E100000120826,legal entity,Co Ltd,False,Philippines
Mass Energy Group Holding,450000.0,0.0,0.0,0.0,0.0,E100000003544,legal entity,,,Cayman Islands
Mass Group Holding,1020000.0,0.0,0.0,0.0,125000.0,E100000000666,legal entity,Ltd,False,Cayman Islands
Mass Iraq Iron and Steel Industry,0.0,0.0,0.0,0.0,125000.0,E100000131036,legal entity,Co,False,Iraq
Massachusetts Bay Transportation Authority,6900.0,0.0,0.0,0.0,0.0,E100001011716,legal entity,,False,United States
Massachusetts Department of Transportation,6900.0,0.0,0.0,0.0,0.0,E100001011717,state body,,,
Massachusetts Financial Services,70.2513,0.0,0.0,0.0,0.0,E100001011510,legal entity,Co,False,United States
Massimo Moratti,6366.360000000001,0.0,0.0,0.0,0.0,E100001011075,legal entity,SAPA,False,Italy
Masspower,326.25,0.0,0.0,0.0,0.0,E100000003545,legal entity,,,
Matador Bidco,45150.954999999994,0.0,0.0,0.0,0.0,E100001011777,legal entity,SARL,False,Luxembourg
Matco Cables,0.0,0.0,0.0,0.0,2600.0,E100000131163,,,,
Materials Innovation Recycling Authority,0.0,0.0,9000.0,0.0,0.0,E100000132444,state body,,,
Materials Innovation Recycling Authority,0.0,0.0,9000.0,0.0,0.0,E100000139191,legal entity,,,
Matesi,0.0,0.0,0.0,0.0,0.0,E100000130759,legal entity,,,Venezuela
Mathias Corvinus Collegium Foundation,2066.5299999999997,0.0,0.0,0.0,0.0,E100001015275,legal entity,,False,Hungary
Matola Gas Company,66666.66666666666,0.0,0.0,0.0,0.0,E100000000727,legal entity,SA,,Mozambique
Maui Electric,22980.0,0.0,0.0,0.0,0.0,E100001011830,legal entity,Co Ltd,False,United States
Maules Creek Joint Venture,0.0,0.0,0.0,0.584232831,0.0,E100001010387,arrangement,,,
Mauritanian Electricity,30000.0,0.0,0.0,0.0,0.0,E100000002014,legal entity,Co,False,Mauritania
Mawlamyine Cement,0.0,2000.0,0.0,0.0,0.0,E100000120828,legal entity,Ltd,False,Myanmar
Max Aicher Stahl,0.0,0.0,0.0,0.0,129639.99999999999,E100001016216,legal entity,AG,False,Germany
Maxim Power,23561.600000000006,0.0,0.0,38.48000000000001,0.0,E100000000121,legal entity,Corp,True,Canada
Maxim Power (USA),4400.0,0.0,0.0,0.0,0.0,E100000003547,legal entity,Inc,,United States
Maxpower Thaketa,2.871293832,0.0,0.0,0.0,0.0,E100001010506,legal entity,Co Ltd,,
Mayfair Corporations Group,0.0,0.0,0.0,765.72,0.0,E100001010575,legal entity,Pty Ltd,False,Australia
Mazandaran Regional Electric,267900.0,0.0,0.0,0.0,0.0,E100000003548,legal entity,Co,False,Iran
Mazda,0.0,860.0,0.0,0.0,0.0,E100000120830,legal entity,,,
MbeuYashu,0.0,0.0,0.0,63.1072,0.0,E100000131894,legal entity,Pty Ltd,,
McMahon Power Holdings,6000.0,0.0,0.0,0.0,0.0,E100000003549,legal entity,LP,,
McWane,0.0,0.0,0.0,0.0,68997.5,E100000130782,legal entity,Inc,False,United States
Mchenga Coal Mines,0.0,25000.0,0.0,0.0,0.0,E100000120831,legal entity,Ltd,False,Malawi
Mechel,5500.0,27700.0,0.0,100.0,289950.0,E100000000860,legal entity,PJSC,True,Russia
Mechel Mining,0.0,0.0,0.0,100.0,0.0,E100001016347,legal entity,JSC,,Russia
Mechel-Energo Chelyabinsk branch,5500.0,0.0,0.0,0.0,0.0,E100000002680,legal entity,,,Russia
MedcoPower,3256.8967199999997,0.0,0.0,0.0,0.0,E100000003551,legal entity,,,
Media Group,0.0,0.0,0.0,1050.0,0.0,E100001016455,legal entity,,,
Meenakshi Energy,0.0,27672.33,0.0,0.0,0.0,E100000120832,legal entity,Ltd,False,India
Meezan Bank,1125.0,0.0,0.0,0.0,0.0,E100001011674,legal entity,Ltd,True,Pakistan
Mega International Commercial Bank,24739.104,0.0,0.0,0.0,0.0,E100001000733,legal entity,Co Ltd,False,Taiwan
Megapolis Group,5500.0,0.0,0.0,0.0,0.0,E100000000861,legal entity,,,Russia
Megasa Siderurgica,0.0,0.0,0.0,0.0,70000.0,E100000131051,legal entity,SL,False,Spain
Megasider Zaragoza,0.0,0.0,0.0,0.0,50000.0,E100000130864,legal entity,SA,False,Spain
Megha Engineering & Infrastructures,0.0,57494.75,0.0,0.0,0.0,E100001010806,legal entity,Ltd,False,India
Meghnaghat Power,24750.000000000004,0.0,0.0,0.0,0.0,E100000003552,legal entity,Ltd,,
Meiji Yasuda Life Insurance,80377.44073227426,35715.96820318175,845.973257553,143.72544156859996,6012.305454167999,E100001011617,legal entity,Co,False,Japan
Meijin Energy Group,0.0,17642.124,0.0,0.0,239404.2,E100000123821,legal entity,Co Ltd,,China
Meiko Trans,0.0,1542.25,0.0,0.0,0.0,E100000120836,legal entity,Co Ltd,True,Japan
Meinan Kyodo Energy,0.0,1542.25,0.0,0.0,0.0,E100000120837,legal entity,Co,False,Japan
Meiya Hanergy Power,4897.5,0.0,0.0,0.0,0.0,E100000000711,legal entity,Co Ltd,,Mauritius
Meiya Xiangtou Power,5009.4,2914.2817000000005,0.0,0.0,0.0,E100000001581,legal entity,Co Ltd,,
Meiya Yellowstone Power,0.0,83385.59999999999,0.0,0.0,0.0,E100000126030,legal entity,,,China
Meja Urja Nigam,0.0,186800.0,0.0,0.0,0.0,E100000120838,legal entity,Pvt Ltd,False,India
Mekong Energy,11456.789999999999,0.0,0.0,0.0,0.0,E100000003555,legal entity,Co Ltd,False,Vietnam
MelTEK,0.0,0.0,0.0,272.242575,0.0,E100000131905,legal entity,LLC,False,Russia
Melewar Industrial Group,16000.0,0.0,0.0,0.0,0.0,E100000000700,legal entity,Bhd,,Malaysia
Menar Capital,0.0,0.0,0.0,2980.0,0.0,E100001000604,legal entity,Pty Ltd,False,South Africa
Mengfa Energy Holding Group,0.0,0.0,0.0,140.94,0.0,E100000127458,legal entity,,,China
Mengzhou Hairong,0.0,9000.0,0.0,0.0,0.0,E100000123721,legal entity,Co Ltd,,China
Mengzhou Rongxing Energy Technology,0.0,9000.0,0.0,0.0,0.0,E100000122120,legal entity,Co Ltd,,China
Mengzhou State-owned Assets Service Center (Mengzhou Finance Treasury Payment Center),0.0,9000.0,0.0,0.0,0.0,E100000125546,state body,,,
Menora Mivtachim Insurance,1329.9999999999998,0.0,0.0,0.0,0.0,E100000001582,legal entity,,,
Meralco Powergen,26908.15896,11349.460289066401,0.0,0.0,0.0,E100001000601,legal entity,Corp,False,Philippines
Meranti Power,68000.0,0.0,0.0,0.0,0.0,E100001011917,legal entity,Pte Ltd,False,
Mercator,0.0,0.0,0.0,0.0,0.0,E100000131906,,Ltd,,
Mercer International,0.0,0.0,29700.0,0.0,0.0,E100001000232,legal entity,Inc,True,Canada
Mercuria Energy Group Holding,0.0,0.0,0.0,0.0,0.0,E100000131907,legal entity,SA,False,Switzerland
Mercury Capital International,0.0,284.7,0.0,0.0,0.0,E100001011655,legal entity,Inc,False,
Meridian,22800.0,0.0,0.0,0.0,0.0,E100000003556,legal entity,LP,,
Merrill Lynch (Australia) Nominees,0.0,0.0,0.0,2.4912287127,0.0,E100001016381,legal entity,Pty Ltd,False,Australia
Mesabi Mining,0.0,0.0,0.0,0.0,0.0,E100001012502,legal entity,LLC,False,United States
Mesaieed Power,15108.93684,0.0,0.0,0.0,0.0,E100000003558,legal entity,Co,,Qatar
Mescier Demir Celik,0.0,0.0,0.0,0.0,100000.0,E100000131123,legal entity,AŞ,False,Türkiye
Mesco Kalinga Steel,0.0,0.0,0.0,0.0,129786.0,E100000130811,legal entity,Ltd,False,India
Mesco Mining,0.0,0.0,0.0,0.0,9786.0,E100001012135,legal entity,Ltd,,
Mesco Steel,0.0,0.0,0.0,0.0,9786.0,E100001000682,legal entity,Ltd,False,India
Meski Invest,0.0,0.0,0.0,0.0,80000.0,E100001016311,legal entity,,,
Mesquite Power,69200.0,0.0,0.0,0.0,0.0,E100000003559,legal entity,LLC,,
Messina Investments,0.0,0.0,0.0,26.747999999999998,0.0,E100001016442,legal entity,Ltd,False,United Kingdom
MetRes,0.0,0.0,0.0,31.942728185759997,0.0,E100001010174,legal entity,Pty Ltd,False,Australia
Metadynea Austria,41.0,0.0,0.0,0.0,0.0,E100001000157,legal entity,GmbH,False,Austria
Metafrax Group,41.0,0.0,0.0,0.0,0.0,E100001011622,legal entity,,False,
Metalfer Group,0.0,0.0,0.0,0.0,50000.0,E100000131153,,,,
Metalfer Steel Mill doo Sremska Mitrovica,0.0,0.0,0.0,0.0,50000.0,E100000131052,,,,
Metallurgical Corporation of China,0.0,3521.28157,0.0,0.0,0.0,E100000125333,legal entity,Ltd,True,China
Metallus,0.0,0.0,0.0,0.0,374.83776,E100000131012,legal entity,Inc,True,United States
Metalúrgica Gerdau,11.445588659999999,0.0,0.0,0.0,139295.48874926666,E100001010271,legal entity,SA,True,Brazil
Metarock Group,0.0,0.0,0.0,103.45499999999998,0.0,E100001013464,legal entity,Ltd,True,Australia
Metinvest,0.0,0.0,0.0,0.0,463059.99999999994,E100001000605,legal entity,BV,False,Netherlands
Metinvest Holding,0.0,0.0,0.0,0.0,213719.99999999997,E100001010422,legal entity,LLC,False,Ukraine
Metizy Tula-Stal,0.0,0.0,0.0,0.0,5700.0,E100001016120,legal entity,LLC,,Russia
Metro Pacific Investments,30216.53916,11349.460289066401,0.0,0.0,0.0,E100001000105,legal entity,Corp,,
Metroni,4300.0,0.0,0.0,0.0,0.0,E100000000097,legal entity,,,Bulgaria
Metropolitan Collieries,0.0,0.0,0.0,2.1415680000000004,0.0,E100001000887,legal entity,Pty Ltd,False,Australia
Metropolitan Electricity Authority (Thailand),983.8675000000001,0.0,0.0,0.0,0.0,E100000001040,state body,,False,Thailand
Metsä Board,0.0,0.0,310.93925,0.0,0.0,E100001000054,legal entity,Oyj,True,Finland
Metsä Fibre,0.0,0.0,310.93925,0.0,0.0,E100001000052,legal entity,Oy,False,Finland
Metsäliitto,0.0,0.0,310.93925,0.0,0.0,E100001000053,legal entity,Cooperative,False,Finland
Mettiki Coal,0.0,0.0,0.0,0.0,0.0,E100000131912,legal entity,LLC,False,United States
Mezhdurechye,0.0,0.0,0.0,0.0,0.0,E100001010659,legal entity,JSC,False,Russia
MiRO Mineraloelraffinerie Oberrhein,310.12800000000004,0.0,0.0,0.0,0.0,E100000003561,legal entity,GmbH & Co KG,False,Germany
Mianchi County Finance Bureau,0.0,700.0,0.0,0.0,0.0,E100000125603,state body,,,
Mianchi Huimeng Investment,0.0,700.0,0.0,0.0,0.0,E100000123489,legal entity,Co Ltd,,China
Mianeh Steel,0.0,0.0,0.0,0.0,80000.0,E100001010202,legal entity,,,Azerbaijan
Micawber 766,0.0,0.0,0.0,13.684539000000001,0.0,E100001016499,legal entity,Pty Ltd,False,South Africa
Microsoft,473.0,0.0,0.0,0.0,0.0,E100001000937,legal entity,Corp,,United States
Microsoft Ireland Operations Limited,473.0,0.0,0.0,0.0,0.0,E100001000017,legal entity,,,Ireland
MidAmerican Energy,109500.0,290850.9,0.0,0.0,0.0,E100000003563,legal entity,Co,False,United States
Middle Delta Electricity Production,977000.0,0.0,0.0,0.0,0.0,E100000001863,legal entity,Co,False,Egypt
Middle East Investment,30570.82,0.0,0.0,0.0,0.0,E100001000821,legal entity,LLC,False,Oman
Middle East Mines & Mineral Industries Development Holding,23000.0,0.0,0.0,0.0,75000.0,E100000131142,legal entity,Co,False,Iran
Middle East South Africa Energy Investment Holdings,0.0,0.0,0.0,8.764539000000001,0.0,E100001016576,legal entity,Pty Ltd,False,
Middle River Power II,63900.0,0.0,0.0,0.0,0.0,E100000003564,legal entity,LLC,,
Middlemount Coal,0.0,0.0,0.0,1.756755,0.0,E100001013469,legal entity,Pty Ltd,False,Australia
Middlemount South,0.0,0.0,0.0,0.0,0.0,E100001013472,legal entity,Pty Ltd,False,Australia
Middletown Power,41490.0,0.0,0.0,0.0,0.0,E100001011916,legal entity,LLC,False,United States
Middling Coal Guangyuan Energy,0.0,200000.0,0.0,0.0,0.0,E100000123010,legal entity,Co Ltd,,China
Middling Coal Northwest Energy and Chemical Group,0.0,2970.0,0.0,0.0,0.0,E100000123284,legal entity,Co Ltd,,China
Middling Coal Xilingol Manglai Power Generation,0.0,3534.3,0.0,0.0,0.0,E100000122185,legal entity,Co Ltd,,
Mideast Integrated Steels,0.0,0.0,0.0,0.0,9786.0,E100001012134,legal entity,Ltd,True,India
Midf Amanah Investment Nominees (Tempatan),2956.4000000000005,0.0,0.0,0.0,0.0,E100001000727,legal entity,Sdn Bhd,False,Malaysia
Midland Cogeneration Venture,61571.7,0.0,0.0,0.0,0.0,E100000003566,legal entity,LP,,
Midlothian Energy,173400.0,0.0,0.0,0.0,0.0,E100000003568,legal entity,LLC,,
Midway Peaking,14000.0,0.0,0.0,0.0,0.0,E100000003569,legal entity,LLC,,
Midwest Energy & Communications,15880.0,0.0,0.0,0.0,0.0,E100002000137,legal entity,,False,United States
Midwest Generations EME,0.0,178560.0,0.0,0.0,0.0,E100001001353,legal entity,LLC,False,United States
Midwest Paper Group,6700.0,0.0,0.0,0.0,0.0,E100000001255,legal entity,,,United States
Migdal Makefet Pension & Provident Funds,6052.3747,0.0,0.0,0.0,0.0,E100001011707,legal entity,Ltd,False,Israel
Miike Power Station,0.0,17500.0,0.0,0.0,0.0,E100000120842,legal entity,Corp,,Japan
Mikhailovsky HBI,0.0,0.0,0.0,0.0,0.0,E100000131125,legal entity,LLC,False,Russia
Mikhaylovskiy GOK im. Andreya Vladimirovicha Varicheva,0.0,0.0,0.0,0.0,0.0,E100001016137,legal entity,JSC,,Russia
Mikheevsky Mining and Processing Plant,9200.0,0.0,0.0,0.0,0.0,E100000003345,legal entity,JSC,,Russia
Milepost Power Holdings,5160.599999999999,0.0,0.0,0.0,0.0,E100001011873,legal entity,LLC,False,United States
Milford Power Co,57800.0,0.0,0.0,0.0,0.0,E100000003572,legal entity,LLC,,
Millbrook Power,1495.0,0.0,0.0,0.0,0.0,E100000003573,legal entity,Co Ltd,,United Kingdom
Millcon Steel,0.0,0.0,0.0,0.0,2483.36,E100000130748,legal entity,PCL,True,Thailand
Millennium Energy,117800.0,0.0,0.0,0.0,0.0,E100000134788,legal entity,,,
Millennium Energy,117800.0,0.0,0.0,0.0,0.0,E100000001256,legal entity,Inc,False,Philippines
Millennium Energy,117800.0,0.0,0.0,0.0,0.0,E100000003574,legal entity,LLC,False,United States
Millennium Energy Vietnam,33120.0,0.0,0.0,0.0,0.0,E100001010444,legal entity,,,
Millennium Petroleum Group,33120.0,0.0,0.0,0.0,0.0,E100000001257,legal entity,,True,United States
Millennium Power Partners,42800.0,0.0,0.0,0.0,0.0,E100000003575,legal entity,LP,,
Millmerran Power Management,0.0,88000.0,0.0,0.0,0.0,E100000120845,legal entity,Pty Ltd,False,Australia
Milner Power,23561.600000000006,0.0,0.0,0.0,0.0,E100000003576,legal entity,LP,,
Milos Hamovic,0.0,15000.0,0.0,0.0,0.0,E100001011312,person,,,
Minas De Benga,0.0,0.0,0.0,67.444,0.0,E100001013473,legal entity,Lda,False,Mozambique
Minas de Revuboè,0.0,0.0,0.0,0.55112214528,0.0,E100001013474,legal entity,Lda,False,Mozambique
Mincorp,0.0,0.0,0.0,0.0,0.0,E100001013549,legal entity,Inc,False,United States
Mincorp Acquisition,0.0,0.0,0.0,0.0,0.0,E100001013550,legal entity,Corp,False,United States
Mindanao Energy Systems,0.0,6600.0,0.0,0.0,0.0,E100001010131,legal entity,Inc,False,Philippines
Mindener Entwicklungs- und Wirtschaftsförderungsgesellschaft,2438.75,0.0,0.0,0.0,0.0,E100000000425,legal entity,mbH,,Germany
Mindong Energy Investment,0.0,25200.0,0.0,0.0,0.0,E100000124179,legal entity,Co Ltd,,China
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling,0.0,0.0,0.0,0.0,1650.0,E100000126680,legal entity,Co Ltd,,China
Minera México,51620.00000000001,0.0,0.0,0.0,0.0,E100000003577,legal entity,,,Mexico
Minera Panamá,15300.0,30600.0,0.0,0.0,0.0,E100000003578,legal entity,SA,False,Panama
Minera Valparaíso,53187.23930000001,12309.5,0.0,0.0,0.0,E100000000150,legal entity,SA,True,Chile
Mineral Resources Development,113.0,0.0,0.0,0.0,0.0,E100001011897,legal entity,Corp,False,Papua New Guinea
Minerals Development Company Botswana,0.0,0.0,0.0,420.0,0.0,E100000131916,legal entity,Pty Ltd,False,Botswana
Minerfin,0.0,1554.24,0.0,0.0,135996.0,E100001016230,legal entity,AS,,Slovakia
Minergy,0.0,0.0,0.0,8.280195,0.0,E100001013479,legal entity,Ltd,True,Botswana
Mines & Metals Development Investment,33849.700000000004,0.0,0.0,0.0,0.0,E100001011682,legal entity,Co,False,
Mingo Logan Coal,0.0,0.0,0.0,0.0,0.0,E100001000551,legal entity,LLC,,United States
Mingtuo Group Clean Technology Development,0.0,0.0,0.0,0.0,65040.0,E100000127494,legal entity,Co Ltd,,China
Mini Maritsa Iztok,0.0,0.0,0.0,0.0,0.0,E100001010060,legal entity,EAD,False,Bulgaria
Mini Otkrit Vagledobiv,0.0,0.0,0.0,0.0,0.0,E100000132012,legal entity,EAD,False,Bulgaria
Mining and Metals Development Investment,0.0,0.0,0.0,0.0,43690.0,E100001016282,legal entity,Co,False,Iran
Ministry of Defence Pension Fund (Oman),26250.82,0.0,0.0,0.0,0.0,E100001000956,state body,,,Oman
Ministry of Defense (Myanmar),0.0,3000.0,0.0,0.0,0.0,E100001011650,state body,,,
Ministry of Economic Affairs ROC (Taiwan),76580.0,0.0,0.0,0.0,1407457.773168,E100001011774,state body,,,
Ministry of Economics (Latvia),103900.0,0.0,0.0,0.0,0.0,E100001011259,state body,,,
Ministry of Economy and Finance (Italy),5409.546316467595,1317.5617221436985,0.0,0.0,0.0,E100001001025,state body,,,Italy
"Ministry of Economy, Trade & Industry (Japan)",506.35222119999986,0.0,0.405334125,0.0,0.0,E100001015051,state body,,,
Ministry of Electric Power (Myanmar),3498.0,0.0,0.0,0.0,0.0,E100001000259,state body,,,Myanmar
Ministry of Electric Power (North Korea),0.0,325000.0,0.0,0.0,0.0,E100000120849,state body,,,
Ministry of Electricity (Iraq),5095410.0,0.0,0.0,0.0,0.0,E100000001354,state body,,,
Ministry of Electricity (Syria),1435606.0,0.0,0.0,0.0,0.0,E100001000283,state body,,,Syria
Ministry of Electricity and Energy (Myanmar),75670.0,0.0,0.0,0.0,0.0,E100000000730,state body,,,Myanmar
Ministry of Electricity and Renewable Energy (Egypt),5040954.0,0.0,0.0,0.0,0.0,E100001000146,state body,,,Egypt
Ministry of Electricity and Water and Renewable Energy (Kuwait),2853274.0,0.0,0.0,0.0,0.0,E100000002002,state body,,,Kuwait
Ministry of Energy (Iran),1785829.0,0.0,0.0,0.0,0.0,E100001000189,state body,,,Iran
Ministry of Energy (Kyrgyzstan),6304.82,10723.47,0.0,0.0,0.0,E100000120850,state body,,,
Ministry of Energy (Lughnsk People's Republic),0.0,0.0,0.0,355.0,0.0,E100001012001,state body,,,Russia
Ministry of Energy (Mongolia),0.0,123900.0,0.0,0.0,0.0,E100000120851,state body,,,
Ministry of Energy (Pakistan),375300.0,132000.0,0.0,0.0,0.0,E100001000300,state body,,,Pakistan
Ministry of Energy (Romania),3350.0916,4723.329000000001,0.0,49.37776,0.0,E100001000090,state body,,,Romania
Ministry of Energy (Turkmenistan),852100.0,0.0,0.0,0.0,0.0,E100001000292,state body,,,Turkmenistan
Ministry of Energy (Ukraine),0.0,0.0,0.0,0.0,0.0,E100000131921,legal entity,,,
Ministry of Energy and Mines (Eritrea),134.0,0.0,0.0,0.0,0.0,E100001011879,state body,,,
Ministry of Energy of Donetsk People's Republic,0.0,330000.0,0.0,499.0,0.0,E100001011734,state body,,,
Ministry of Finance (Czech Republic),141597.676,281941.38104,2094.0,6.98,0.0,E100001000483,state body,,,Czech Republic
Ministry of Finance (Kazakhstan),51060.0,239400.0,0.0,215.48160000000001,0.0,E100001010042,state body,,,
Ministry of Finance (Lithuania),78364.54999999999,0.0,0.0,0.0,0.0,E100001011262,state body,,,
Ministry of Finance (Thailand),35072.322873891295,526.29668,0.0,86.887,0.0,E100001015689,state body,,,
Ministry of Finance (Uzbekistan),1614403.2,308250.0,0.0,102.8558,0.0,E100001000683,state body,,,
Ministry of Finance Incorporated (Nigeria),218400.0,0.0,0.0,0.0,0.0,E100001000345,state body,,,Nigeria
Ministry of Finance of the People's Republic of China,0.0,26.082647458409365,0.0,0.0,0.0,E100000125764,state body,,,
Ministry of Industry and Minerals (Iraq),35000.0,0.0,0.0,0.0,50000.0,E100000003324,state body,,,
Ministry of Industry and Trade (Donetsk People's Republic),0.0,0.0,0.0,0.0,220000.0,E100001016254,state body,,,
Ministry of Mineral Resources and Energy (Mongolia),0.0,3500.0,0.0,0.0,0.0,E100000120852,state body,,,
Ministry of Oil (Iraq),42000.0,0.0,0.0,0.0,0.0,E100000000571,state body,,,
Ministry of Petroleum (Iran),403389.3333333333,0.0,0.0,0.0,0.0,E100001015106,state body,,,
Ministry of Petroleum and Mineral Resources (Egypt),64650.0,0.0,0.0,0.0,0.0,E100001000147,state body,,,Egypt
Ministry of Power (Sri Lanka),85040.0,90000.0,0.0,0.0,0.0,E100001011130,state body,,,
Ministry of State Treasury (Poland),375949.65925799997,1115374.01339,29779.680000000004,270.0,0.0,E100001001041,state body,,,
Ministry of Steel (India),12000.0,31500.0,0.0,317.444,730000.0,E100001011403,state body,,,
Ministry of Trade and Industry,0.0,0.0,0.0,0.0,0.0,E100000131922,,,,
"Ministry of Trade, Industry and Fisheries (Norway)",447.44,0.0,0.0,0.0,0.0,E100001011568,state body,,,
"Ministério do Desenvolvimento, Indústria, Comércio e Serviços (Brasil)",84512.99399999995,0.0,0.0,0.0,0.0,E100001000314,state body,,,Brazil
Minmetals Aluminium,0.0,114.00000000000001,0.0,0.0,0.0,E100000124608,legal entity,Co Ltd,,China
Minmetals Development,0.0,0.0,0.0,0.0,65040.0,E100000128895,legal entity,Co Ltd,True,China
Minnesota Power,14257.5,0.0,0.0,0.0,0.0,E100001010559,legal entity,,,
Minnkota Power Cooperative,0.0,90200.0,0.0,0.0,0.0,E100001001056,legal entity,Inc,False,United States
Minquan County Finance Bureau,0.0,65200.0,0.0,0.0,0.0,E100000125592,state body,,,
Minquan County Oasis Investment,0.0,65200.0,0.0,0.0,0.0,E100000123658,legal entity,Co Ltd,,China
