census_tract,county,state,pct_black_african_amer,pct_amer_indian_alaska_native,pct_asian,pct_native_hawaii_pacific,pct_two_or_more_races,pct_white,pct_hispanic_latino,pct_other_races,pct_age_under_10,pct_age_10_to_64,pct_age_over_64,total_threshold_criteria_exceeded,total_categories_exceeded,disadvantaged_without_neighbors,disadvantaged_with_neighbors_relaxed_low_inc_threshold,disadvantaged,total_population,adj_pct_indiv_below_200_fpl_percentile,adj_pct_indiv_below_200_fpl,is_low_income,expected_agri_loss_rate_nri,expected_building_loss_rate_nri,expected_population_loss_rate_nri,share_of_properties_fire_risk_in_30_years,energy_burden,housing_burden_pct,median_value_owner_occupied_housing_units,tract_covered_impervious_surface_cropland,percentile_tract_covered_impervious_surface_cropland,tract_min_35_acres,asthma_among_18plus_adults,diabetes_among_18plus_adults,heart_disease_among_18plus_adults,life_expectancy_years,unemployment_pct,pct_indiv_below_200_fpl,pct_indiv_below_100_fpl,merge_id_census_tract,developed_open_space_area21,developed_low_intensity_area22,developed_med_intensity_area23,developed_high_intensity_area24,developed_open_space_prop21,developed_low_intensity_prop22,developed_med_intensity_prop23,developed_high_intensity_prop24,merge_id_county,min_temp_celsius,max_temp_celsius,avg_temp_celsius,st_dev_temp_celsius,year_temp,avg_temp_fahren
06001405100,Alameda County,California,0.13,0.0,0.1,0.0,0.08,0.65,0.03,0.01,0.11,0.67,0.2,0,0.0,False,False,False,4285.0,0.08,0.01,False,0.0,0.0005,0.0,0.0,0.0,4.0,1358800.0,4112.0,54.0,True,800.0,730.0,409.0,82.4,1.0,4.0,2.0,06001405100,225000.0,685800.0,317700.0,9000.0,0.179597701149425,0.547413793103448,0.253591954022989,0.007183908045977,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405200,Alameda County,California,0.11,0.0,0.31,0.0,0.07,0.38,0.15,0.02,0.07,0.78,0.14,0,0.0,False,False,False,5183.0,0.35,0.15,False,0.0,0.0007,0.0,0.0,1.0,26.0,888900.0,6863.0,88.0,True,840.0,810.0,360.0,84.9,4.0,23.0,5.0,06001405200,15300.0,121500.0,605700.0,108900.0,0.017970401691332,0.142706131078224,0.711416490486258,0.127906976744186,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405301,Alameda County,California,0.11,0.0,0.1,0.0,0.08,0.52,0.18,0.11,0.08,0.79,0.11,0,0.0,False,False,False,2954.0,0.24,0.1,False,0.0,0.0006,0.0,0.0,0.0,34.0,682000.0,7734.0,93.0,True,880.0,630.0,290.0,80.0,4.0,17.0,11.0,06001405301,4500.0,18900.0,101700.0,101700.0,0.019762845849802,0.08300395256917,0.446640316205534,0.446640316205534,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405302,Alameda County,California,0.13,0.0,0.42,0.0,0.05,0.3,0.08,0.02,0.05,0.75,0.18,7,5.0,True,False,True,2373.0,0.67,0.32,True,0.0,0.0011,0.0,0.0,1.0,38.0,585900.0,8263.0,96.0,True,890.0,1160.0,540.0,79.5,5.0,39.0,13.0,06001405302,2700.0,7200.0,76500.0,113400.0,0.013513513513514,0.036036036036036,0.382882882882883,0.567567567567568,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405401,Alameda County,California,0.17,0.0,0.35,0.0,0.05,0.2,0.22,0.17,0.08,0.79,0.11,2,1.0,True,False,True,3648.0,0.48,0.21,False,0.0,0.0005,0.0,0.0,1.0,42.0,498800.0,8001.0,95.0,True,850.0,1000.0,390.0,80.8,6.0,35.0,15.0,06001405401,900.0,6300.0,156600.0,150300.0,0.002865329512894,0.020057306590258,0.498567335243553,0.478510028653295,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405402,Alameda County,California,0.26,0.01,0.27,0.03,0.04,0.17,0.21,0.16,0.11,0.8,0.07,4,3.0,True,False,True,3357.0,0.68,0.33,True,0.0,0.0005,0.0,0.0,1.0,42.0,573700.0,7689.0,93.0,True,880.0,1170.0,459.0,76.0,5.0,43.0,17.0,06001405402,2700.0,9900.0,168300.0,106200.0,0.009404388714734,0.03448275862069,0.586206896551724,0.369905956112853,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405500,Alameda County,California,0.22,0.01,0.41,0.01,0.04,0.21,0.09,0.01,0.09,0.76,0.14,0,0.0,False,False,False,3880.0,0.39,0.17,False,0.0,0.0006,0.0,0.0,1.0,35.0,687900.0,7154.0,90.0,True,850.0,950.0,380.0,78.7,4.0,29.0,17.0,06001405500,900.0,36900.0,303300.0,71100.0,0.002183406113537,0.089519650655022,0.735807860262009,0.172489082969432,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405600,Alameda County,California,0.18,0.02,0.22,0.0,0.06,0.26,0.24,0.09,0.07,0.82,0.09,0,0.0,False,False,False,3269.0,0.46,0.21,False,0.0,0.0006,0.0,0.0,1.0,29.0,563200.0,6879.0,88.0,True,890.0,960.0,390.0,78.2,6.0,29.0,10.0,06001405600,6300.0,45000.0,334800.0,45900.0,0.014583333333333,0.104166666666667,0.775,0.10625,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405700,Alameda County,California,0.21,0.0,0.46,0.0,0.06,0.14,0.13,0.08,0.06,0.84,0.08,0,0.0,False,False,False,3531.0,0.64,0.3,False,0.0,0.0005,0.0,0.0,1.0,40.0,484900.0,7079.0,89.0,True,980.0,1140.0,459.0,76.4,8.0,41.0,20.0,06001405700,3600.0,47700.0,417600.0,76500.0,0.006600660066007,0.087458745874587,0.765676567656766,0.14026402640264,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405800,Alameda County,California,0.22,0.02,0.42,0.0,0.02,0.15,0.17,0.05,0.11,0.77,0.11,5,3.0,True,False,True,4370.0,0.77,0.39,True,0.0,0.0005,0.0,0.0,2.0,46.0,463300.0,6773.0,87.0,True,940.0,1380.0,550.0,76.59,6.0,50.0,27.0,06001405800,3600.0,71100.0,412200.0,32400.0,0.006932409012132,0.136915077989601,0.793760831889081,0.062391681109185,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405901,Alameda County,California,0.16,0.01,0.36,0.0,0.01,0.03,0.41,0.25,0.15,0.75,0.08,8,4.0,True,True,True,4426.0,0.87,0.48,True,0.0,0.0005,0.0,0.0,3.0,56.0,434000.0,7526.0,92.0,True,950.0,1340.0,540.0,77.9,7.0,54.0,28.0,06001405901,1800.0,17100.0,307800.0,126900.0,0.003968253968254,0.037698412698413,0.678571428571429,0.279761904761905,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001405902,Alameda County,California,0.12,0.0,0.49,0.0,0.05,0.08,0.25,0.18,0.1,0.76,0.13,5,3.0,True,False,True,2942.0,0.7,0.34,True,0.0,0.0005,0.0,0.0,2.0,47.0,533900.0,7092.0,89.0,True,880.0,1320.0,540.0,77.7,11.0,46.0,23.0,06001405902,34200.0,32400.0,282600.0,135900.0,0.070500927643785,0.066790352504638,0.582560296846011,0.280148423005566,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406000,Alameda County,California,0.13,0.0,0.41,0.0,0.02,0.18,0.23,0.11,0.05,0.8,0.14,9,6.0,True,False,True,3796.0,0.72,0.35,True,0.0,0.0011,0.0,0.0,1.0,34.0,571400.0,7045.0,89.0,True,900.0,1380.0,600.0,77.9,13.0,50.0,19.0,06001406000,43200.0,73800.0,499500.0,1464300.0,0.02039949001275,0.034849128771781,0.235869103272418,0.691457713557161,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406100,Alameda County,California,0.09,0.03,0.18,0.0,0.01,0.14,0.57,0.31,0.1,0.77,0.11,10,6.0,True,False,True,4733.0,0.78,0.4,True,0.0,0.0006,0.0,0.0,1.0,47.0,565500.0,8135.0,95.0,True,990.0,1170.0,509.0,76.2,6.0,51.0,27.0,06001406100,3600.0,13500.0,540000.0,1278900.0,0.001955034213099,0.00733137829912,0.293255131964809,0.694525904203324,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406201,Alameda County,California,0.21,0.01,0.28,0.0,0.03,0.05,0.41,0.33,0.15,0.77,0.06,6,3.0,True,True,True,4995.0,0.83,0.45,True,0.0,0.0005,0.0,0.0,2.0,48.0,531500.0,7549.0,92.0,True,940.0,1150.0,450.0,75.3,8.0,56.0,25.0,06001406201,,17100.0,270000.0,118800.0,,0.042128603104213,0.665188470066519,0.292682926829268,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406202,Alameda County,California,0.14,0.06,0.12,0.0,0.03,0.09,0.59,0.3,0.15,0.74,0.09,6,3.0,True,True,True,4817.0,0.85,0.47,True,0.0,0.0011,0.0,0.0,1.0,45.0,538000.0,7580.0,92.0,True,960.0,1240.0,540.0,77.4,5.0,55.0,33.0,06001406202,4500.0,24300.0,233100.0,131400.0,0.011441647597254,0.061784897025172,0.592677345537757,0.334096109839817,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406300,Alameda County,California,0.26,0.0,0.24,0.0,0.07,0.12,0.33,0.18,0.15,0.76,0.08,2,1.0,True,False,True,4383.0,0.62,0.29,False,0.0,0.001,0.0,0.0,1.0,37.0,453500.0,6706.0,86.0,True,950.0,1280.0,530.0,82.3,8.0,43.0,27.0,06001406300,9900.0,59400.0,384300.0,33300.0,0.020332717190388,0.121996303142329,0.789279112754159,0.068391866913124,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406400,Alameda County,California,0.21,0.01,0.18,0.0,0.08,0.31,0.21,0.08,0.13,0.63,0.22,4,4.0,True,False,True,2545.0,0.68,0.33,True,0.0,0.001,0.0,0.0,1.0,33.0,594700.0,6103.0,80.0,True,880.0,1450.0,819.0,72.5,6.0,40.0,20.0,06001406400,70200.0,90900.0,309600.0,93600.0,0.124401913875598,0.161084529505582,0.548644338118022,0.165869218500797,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406500,Alameda County,California,0.19,0.06,0.14,0.02,0.06,0.11,0.5,0.31,0.13,0.77,0.09,5,4.0,True,True,True,6586.0,0.77,0.39,True,0.0,0.0009,0.0,0.0,2.0,52.0,468800.0,6909.0,88.0,True,980.0,1210.0,500.0,81.09,9.0,50.0,24.0,06001406500,11700.0,68400.0,558000.0,103500.0,0.015776699029126,0.092233009708738,0.752427184466019,0.139563106796117,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406601,Alameda County,California,0.21,0.02,0.21,0.0,0.11,0.14,0.35,0.23,0.13,0.76,0.09,5,4.0,True,False,True,4955.0,0.74,0.37,True,0.0,0.0009,0.0,0.0,2.0,39.0,481200.0,6959.0,88.0,True,1010.0,1320.0,540.0,77.9,6.0,46.0,14.0,06001406601,1800.0,64800.0,603000.0,79200.0,0.002403846153846,0.086538461538462,0.805288461538462,0.105769230769231,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406602,Alameda County,California,0.17,0.02,0.36,0.0,0.06,0.12,0.28,0.17,0.12,0.75,0.12,4,4.0,True,False,True,2698.0,0.73,0.36,True,0.0,0.0005,0.0,0.0,1.0,44.0,562900.0,7073.0,89.0,True,950.0,1050.0,409.0,80.4,7.0,45.0,15.0,06001406602,8100.0,26100.0,289800.0,93600.0,0.019396551724138,0.0625,0.693965517241379,0.224137931034483,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406700,Alameda County,California,0.14,0.0,0.2,0.0,0.05,0.45,0.13,0.05,0.09,0.67,0.22,0,0.0,False,False,False,5159.0,0.38,0.16,False,0.0,0.0005,0.0,0.0,1.0,18.0,834200.0,4855.0,64.0,True,880.0,919.0,480.0,83.3,1.0,19.0,5.0,06001406700,325800.0,376200.0,908100.0,48600.0,0.193479422768573,0.22340994120791,0.53928380545163,0.028861571352218,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406800,Alameda County,California,0.11,0.0,0.21,0.0,0.09,0.33,0.25,0.15,0.14,0.68,0.17,0,0.0,False,False,False,3611.0,0.18,0.06,False,0.0,0.0007,0.0,0.0,1.0,17.0,819500.0,5642.0,75.0,True,850.0,900.0,430.0,79.7,7.0,16.0,5.0,06001406800,72900.0,206100.0,598500.0,34200.0,0.079802955665025,0.225615763546798,0.655172413793103,0.03743842364532,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001406900,Alameda County,California,0.18,0.0,0.16,0.0,0.09,0.47,0.1,0.03,0.11,0.7,0.17,0,0.0,False,False,False,3608.0,0.32,0.13,False,0.0,0.0005,0.0,0.0,1.0,22.0,769200.0,5521.0,73.0,True,869.0,880.0,409.0,78.2,6.0,19.0,7.0,06001406900,99900.0,219600.0,491400.0,64800.0,0.114080164439877,0.250770811921891,0.561151079136691,0.073997944501542,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407000,Alameda County,California,0.21,0.02,0.24,0.0,0.13,0.13,0.29,0.19,0.12,0.73,0.14,1,1.0,True,False,True,5869.0,0.61,0.29,False,0.0,0.0005,0.0,0.0,2.0,41.0,534800.0,7233.0,90.0,True,960.0,1180.0,500.0,77.09,4.0,37.0,16.0,06001407000,7200.0,43200.0,649800.0,162900.0,0.008342022940563,0.050052137643379,0.752867570385819,0.18873826903024,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407101,Alameda County,California,0.14,0.0,0.25,0.0,0.02,0.04,0.54,0.41,0.14,0.75,0.09,5,3.0,True,True,True,3821.0,0.76,0.38,True,0.0,0.0005,0.0,0.0,2.0,36.0,448100.0,6872.0,88.0,True,1000.0,1300.0,550.0,80.2,4.0,50.0,37.0,06001407101,7200.0,39600.0,288900.0,36000.0,0.019370460048426,0.106537530266344,0.777239709443099,0.096852300242131,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407102,Alameda County,California,0.26,0.02,0.14,0.0,0.09,0.09,0.44,0.33,0.17,0.72,0.09,5,4.0,True,False,True,4387.0,0.7,0.34,True,0.0,0.0005,0.0,0.0,2.0,40.0,530400.0,6778.0,87.0,True,980.0,1230.0,500.0,81.59,4.0,42.0,27.0,06001407102,10800.0,49500.0,546300.0,55800.0,0.016304347826087,0.074728260869565,0.824728260869565,0.084239130434783,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407200,Alameda County,California,0.08,0.01,0.13,0.0,0.03,0.09,0.64,0.43,0.11,0.79,0.08,10,4.0,True,False,True,6985.0,0.84,0.45,True,0.0,0.0008,0.0,0.0,2.0,43.0,426000.0,7771.0,93.0,True,940.0,1180.0,520.0,78.5,11.0,55.0,28.0,06001407200,2700.0,27000.0,417600.0,267300.0,0.003778337531486,0.037783375314861,0.584382871536524,0.374055415617128,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407300,Alameda County,California,0.1,0.0,0.09,0.0,0.03,0.11,0.63,0.31,0.06,0.87,0.06,9,6.0,True,False,True,2420.0,0.76,0.38,True,0.0,0.0007,0.0,0.0,2.0,53.0,301500.0,7951.0,94.0,True,990.0,1080.0,459.0,73.9,11.0,50.0,21.0,06001407300,15300.0,41400.0,655200.0,1661400.0,0.006419939577039,0.017371601208459,0.274924471299094,0.697129909365559,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407400,Alameda County,California,0.18,0.0,0.07,0.0,0.06,0.01,0.7,0.55,0.16,0.75,0.07,8,6.0,True,False,True,4531.0,0.86,0.47,True,0.0,0.0005,0.0,0.0,2.0,41.0,489600.0,7837.0,94.0,True,1010.0,1190.0,470.0,78.3,13.0,54.0,25.0,06001407400,,6300.0,309600.0,191700.0,,0.01241134751773,0.609929078014184,0.377659574468085,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407500,Alameda County,California,0.29,0.01,0.06,0.0,0.08,0.04,0.55,0.41,0.13,0.77,0.08,11,6.0,True,False,True,4299.0,0.94,0.59,True,0.0,0.0013,0.0,0.0,3.0,55.0,411100.0,7486.0,92.0,True,1170.0,1420.0,600.0,71.7,13.0,69.0,35.0,06001407500,900.0,15300.0,370800.0,110700.0,0.001808318264014,0.030741410488246,0.74502712477396,0.222423146473779,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407600,Alameda County,California,0.39,0.0,0.08,0.0,0.1,0.16,0.32,0.2,0.11,0.8,0.08,0,0.0,False,False,False,6327.0,0.37,0.16,False,0.0,0.0012,0.0,0.0,2.0,31.0,501000.0,6673.0,86.0,True,1010.0,1070.0,430.0,74.2,3.0,25.0,12.0,06001407600,13500.0,134100.0,782100.0,94500.0,0.013181019332162,0.130931458699473,0.763620386643234,0.092267135325132,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407700,Alameda County,California,0.43,0.0,0.05,0.0,0.07,0.3,0.16,0.06,0.11,0.71,0.16,0,0.0,False,False,False,4122.0,0.21,0.08,False,0.0,0.0005,0.0,0.0,1.0,23.0,597200.0,6508.0,84.0,True,990.0,1070.0,440.0,78.09,3.0,17.0,3.0,06001407700,,60300.0,835200.0,22500.0,,0.065686274509804,0.909803921568627,0.024509803921569,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407800,Alameda County,California,0.23,0.0,0.2,0.0,0.08,0.31,0.19,0.06,0.09,0.79,0.1,0,0.0,False,False,False,2728.0,0.02,0.0,False,0.0,0.001,0.0,0.0,1.0,23.0,591900.0,4143.0,54.0,True,1090.0,760.0,330.0,82.3,10.0,18.0,10.0,06001407800,392400.0,350100.0,366300.0,91800.0,0.31755280407866,0.283321194464676,0.296431172614712,0.07428987618354,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001407900,Alameda County,California,0.18,0.0,0.15,0.0,0.06,0.49,0.08,0.06,0.16,0.66,0.16,0,0.0,False,False,False,2873.0,0.19,0.07,False,0.0,0.0014,0.0,0.0,1.0,21.0,729500.0,4853.0,64.0,True,860.0,830.0,390.0,83.3,1.0,13.0,5.0,06001407900,206100.0,280800.0,554400.0,39600.0,0.188167625308135,0.256368118323747,0.506162695152013,0.036154478225144,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408000,Alameda County,California,0.09,0.0,0.18,0.0,0.05,0.54,0.12,0.05,0.06,0.74,0.19,0,0.0,False,False,False,2700.0,0.02,0.0,False,0.0244,0.0007,0.0,0.0,1.0,11.0,958400.0,3103.0,39.0,True,830.0,780.0,440.0,79.5,4.0,7.0,3.0,06001408000,823500.0,690300.0,233100.0,9900.0,0.420883164673413,0.352805887764489,0.119135234590616,0.005059797608096,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408100,Alameda County,California,0.23,0.0,0.2,0.0,0.08,0.4,0.1,0.04,0.08,0.68,0.22,0,0.0,False,False,False,6320.0,0.14,0.04,False,0.4364,0.0218,0.0,4.0,1.0,16.0,870900.0,1761.0,22.0,True,840.0,930.0,450.0,82.4,5.0,12.0,3.0,06001408100,4101300.0,1512000.0,671400.0,38700.0,0.458542966391628,0.169048098208895,0.075065405514188,0.004326826323204,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408200,Alameda County,California,0.51,0.01,0.05,0.0,0.1,0.18,0.15,0.06,0.09,0.79,0.11,0,0.0,False,False,False,4570.0,0.54,0.25,False,0.012,0.0006,0.0,0.0,2.0,44.0,590200.0,5117.0,68.0,True,1080.0,1100.0,459.0,76.8,7.0,31.0,17.0,06001408200,139500.0,245700.0,484200.0,18000.0,0.155155155155155,0.273273273273273,0.538538538538539,0.02002002002002,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408300,Alameda County,California,0.37,0.0,0.11,0.02,0.07,0.22,0.21,0.12,0.11,0.77,0.11,1,1.0,True,False,True,5047.0,0.38,0.16,False,0.0,0.0005,0.0,0.0,1.0,23.0,609200.0,4973.0,66.0,True,1040.0,1090.0,480.0,77.9,12.0,25.0,14.0,06001408300,243900.0,522900.0,698400.0,57600.0,0.16016548463357,0.34338061465721,0.458628841607565,0.037825059101655,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408400,Alameda County,California,0.5,0.0,0.01,0.0,0.04,0.07,0.37,0.26,0.12,0.78,0.09,4,4.0,True,False,True,3201.0,0.65,0.31,True,0.0,0.0007,0.0,0.0,2.0,59.0,360000.0,7077.0,89.0,True,1150.0,1320.0,509.0,75.3,5.0,44.0,18.0,06001408400,,21600.0,467100.0,49500.0,,0.040133779264214,0.867892976588629,0.091973244147157,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408500,Alameda County,California,0.37,0.0,0.02,0.01,0.05,0.02,0.53,0.48,0.2,0.72,0.07,6,5.0,True,True,True,5977.0,0.74,0.37,True,0.0,0.0011,0.0,0.0,2.0,48.0,348600.0,6570.0,85.0,True,1140.0,1240.0,500.0,72.8,4.0,43.0,15.0,06001408500,46800.0,61200.0,648900.0,75600.0,0.056216216216216,0.073513513513514,0.779459459459459,0.090810810810811,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408600,Alameda County,California,0.35,0.0,0.04,0.0,0.06,0.03,0.52,0.4,0.21,0.7,0.08,3,3.0,True,False,True,7096.0,0.76,0.38,True,0.0,0.0006,0.0,0.0,3.0,57.0,394200.0,6892.0,88.0,True,1150.0,1450.0,590.0,76.7,6.0,45.0,23.0,06001408600,71100.0,51300.0,755100.0,187200.0,0.066779374471682,0.048182586644125,0.709213863060017,0.175824175824176,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408700,Alameda County,California,0.41,0.0,0.02,0.0,0.08,0.08,0.45,0.3,0.14,0.73,0.12,2,2.0,True,False,True,7909.0,0.71,0.35,True,0.0,0.0006,0.0,0.0,2.0,42.0,413800.0,7175.0,90.0,True,1090.0,1250.0,500.0,76.4,6.0,43.0,20.0,06001408700,12600.0,38700.0,921600.0,156600.0,0.011155378486056,0.034262948207171,0.81593625498008,0.138645418326693,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408800,Alameda County,California,0.38,0.0,0.04,0.05,0.01,0.05,0.46,0.4,0.2,0.7,0.08,11,6.0,True,True,True,7149.0,0.92,0.55,True,0.0089,0.001,0.0,0.0,3.0,48.0,385200.0,7563.0,92.0,True,1280.0,1580.0,650.0,74.0,8.0,65.0,35.0,06001408800,10800.0,40500.0,728100.0,413100.0,0.009015777610819,0.033809166040571,0.607813673929376,0.344853493613824,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001408900,Alameda County,California,0.24,0.0,0.04,0.0,0.04,0.04,0.65,0.51,0.16,0.75,0.08,8,5.0,True,True,True,3546.0,0.83,0.44,True,0.0,0.0007,0.0,0.0,3.0,46.0,351500.0,7876.0,94.0,True,1100.0,1300.0,550.0,74.2,6.0,53.0,23.0,06001408900,,27900.0,450000.0,325800.0,,0.03471444568869,0.559910414333707,0.405375139977604,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001409000,Alameda County,California,0.34,0.01,0.04,0.0,0.04,0.02,0.53,0.45,0.18,0.72,0.08,10,7.0,True,False,True,4687.0,0.66,0.32,True,0.0001,0.0013,0.0,0.0,2.0,47.0,330600.0,4772.0,63.0,True,1110.0,1330.0,550.0,74.59,7.0,44.0,21.0,06001409000,2264400.0,3772800.0,5628600.0,4531500.0,0.133858267716535,0.223026175782081,0.332730368163439,0.267876143860396,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001409100,Alameda County,California,0.29,0.05,0.04,0.0,0.07,0.01,0.59,0.24,0.13,0.77,0.08,6,5.0,True,True,True,2490.0,0.74,0.37,True,0.0,0.0006,0.0,0.0,2.0,36.0,360100.0,6685.0,86.0,True,1090.0,1280.0,509.0,75.7,6.0,43.0,15.0,06001409100,1800.0,27000.0,388800.0,74700.0,0.003656307129799,0.054844606946984,0.789762340036563,0.151736745886654,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001409200,Alameda County,California,0.31,0.0,0.06,0.0,0.08,0.02,0.57,0.41,0.12,0.8,0.07,6,5.0,True,False,True,3672.0,0.68,0.33,True,0.0173,0.0024,0.0001,0.0,2.0,47.0,404000.0,6073.0,80.0,True,1110.0,1250.0,490.0,73.8,5.0,43.0,14.0,06001409200,35100.0,113400.0,486000.0,72900.0,0.049304677623262,0.15929203539823,0.6826801517067,0.102402022756005,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001409300,Alameda County,California,0.24,0.0,0.02,0.0,0.03,0.04,0.65,0.5,0.17,0.72,0.1,9,4.0,True,False,True,5303.0,0.87,0.49,True,0.0,0.0005,0.0,0.0,2.0,50.0,351400.0,7475.0,92.0,True,1090.0,1330.0,550.0,76.2,9.0,56.0,31.0,06001409300,4500.0,37800.0,744300.0,287100.0,0.004191114836547,0.035205364626991,0.693210393964795,0.267393126571668,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001409400,Alameda County,California,0.16,0.0,0.09,0.0,0.03,0.04,0.69,0.48,0.17,0.76,0.06,9,4.0,True,True,True,4780.0,0.85,0.46,True,0.0,0.0005,0.0,0.0,2.0,48.0,417800.0,7830.0,94.0,True,1130.0,1320.0,530.0,76.2,5.0,56.0,32.0,06001409400,4500.0,77400.0,569700.0,605700.0,0.003579098067287,0.061560486757337,0.45311381531854,0.481746599856836,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
06001409500,Alameda County,California,0.25,0.02,0.01,0.02,0.02,0.04,0.64,0.43,0.18,0.73,0.08,8,4.0,True,True,True,4128.0,0.91,0.54,True,0.0,0.0006,0.0,0.0,3.0,55.0,351200.0,7731.0,93.0,True,1110.0,1280.0,520.0,75.2,6.0,60.0,29.0,06001409500,2700.0,31500.0,474300.0,324000.0,0.003243243243243,0.037837837837838,0.56972972972973,0.389189189189189,06001,15.0379161834716,18.6283340454101,16.5137600143664,0.640934737834086,2014,61.72476802585952
